date,stock_ret
2023-10-16,38.28238686314319
2023-10-17,38.558291653704174
2023-10-18,38.68996446820608
2023-10-19,38.16182879779425
2023-10-20,38.117498024748016
2023-10-23,37.624764291916094
2023-10-24,37.8657317028348
2023-10-25,37.70766624487478
2023-10-26,38.07653429568845
2023-10-27,38.52789439445671
2023-10-30,38.8103726596042
2023-10-31,39.0630704937709
2023-11-01,39.13801616326178
2023-11-02,39.2380005112745
2023-11-03,39.31416748340635
2023-11-06,39.648343316110264
2023-11-07,39.96399703313861
2023-11-08,39.7362732868736
2023-11-09,39.90855087342413
2023-11-10,39.55491999824673
2023-11-13,39.290035958653284
2023-11-14,39.42322711266502
2023-11-15,39.349555010056854
2023-11-16,39.105683899340626
2023-11-17,39.244236318271646
2023-11-20,39.85161845232349
2023-11-21,39.93851088065222
2023-11-22,39.71969755617223
2023-11-23,40.11463848345143
2023-11-24,39.8684422920166
2023-11-27,39.99103820418276
2023-11-28,40.04245646377035
2023-11-29,39.95626772276413
2023-11-30,40.34919782904627
2023-12-01,40.421055875520075
2023-12-04,40.60423121816693
2023-12-05,40.2328401940134
2023-12-06,40.02406426625379
2023-12-07,40.16460369643298
2023-12-08,40.26163544234396
2023-12-11,40.38195988329694
2023-12-12,40.52955192260024
2023-12-13,40.30811239181493
2023-12-14,40.240911186527505
2023-12-15,40.076130945086035
2023-12-18,40.17016947838097
2023-12-19,40.35202091729927
2023-12-20,40.13365936262448
2023-12-21,39.94448820003278
2023-12-22,40.143761341661445
2023-12-25,40.22008908534262
2023-12-26,40.400481659753744
2023-12-27,40.97827952607667
2023-12-28,40.38295832378613
2023-12-29,40.57117271876577
2024-01-02,40.94948453352675
2024-01-03,41.28509011976389
2024-01-04,41.44823476843605
2024-01-05,41.476416679125464
2024-01-08,41.39082425517012
2024-01-09,41.81243904101509
2024-01-10,41.73830990571714
2024-01-11,41.75561294759148
2024-01-12,42.067505364833416
2024-01-15,42.19783426591972
2024-01-16,42.872087817515286
2024-01-17,42.47720624908713
2024-01-18,42.664063435274414
2024-01-19,42.53549970389367
2024-01-22,42.228158227421915
2024-01-23,42.3301148618201
2024-01-24,42.99655952286034
2024-01-25,43.489918778819515
2024-01-26,44.114208918825426
2024-01-29,44.36033133971848
2024-01-30,44.00753189395975
2024-01-31,44.13512519989877
2024-02-01,43.843722696117354
2024-02-02,43.900031418333036
2024-02-05,44.411387021659
2024-02-06,45.07438587392714
2024-02-07,44.9237657928747
2024-02-08,44.65469644343973
2024-02-19,45.352333217912204
2024-02-20,46.42359244111777
2024-02-21,46.43202798510063
2024-02-22,47.34228635820584
2024-02-23,47.486948268993174
2024-02-26,46.631290897610164
2024-02-27,47.86410031998688
2024-02-28,47.50028296778212
2024-02-29,48.78123676078598
2024-03-01,49.55970334105152
2024-03-04,50.38492019068331
2024-03-05,51.041984217411375
2024-03-06,51.795475839884205
2024-03-07,51.54746296708349
2024-03-08,52.71375820456282
2024-03-11,52.86678751884156
2024-03-12,52.213729848766484
2024-03-13,52.86135549970136
2024-03-14,52.819323005745105
2024-03-15,53.36848728090406
2024-03-18,53.827389599794714
2024-03-19,53.81320600909131
2024-03-20,54.405335236320774
2024-03-21,53.95479329204669
2024-03-22,53.59937739024144
2024-03-25,53.854078790021326
2024-03-26,54.05184146836437
2024-03-27,53.731745999917166
2024-03-28,54.13336460746294
2024-03-29,55.02264251706111
2024-04-01,55.806052882211446
2024-04-02,56.21859927770163
2024-04-03,56.639731699379205
2024-04-08,57.30775746459986
2024-04-09,57.29573008834979
2024-04-10,57.936010230542244
2024-04-11,57.981051742267965
2024-04-12,58.93656165599528
2024-04-15,59.67617758447796
2024-04-16,58.35229756627061
2024-04-17,59.50490451809218
2024-04-18,59.984372403804294
2024-04-19,60.1881863821506
2024-04-22,60.5224690635535
2024-04-23,59.36923584599053
2024-04-24,60.03666500529613
2024-04-25,60.2308586861366
2024-04-26,59.9340047018731
2024-04-29,60.08130145539815
2024-04-30,61.29262153763499
2024-05-06,62.03975253840442
2024-05-07,62.020551536384204
2024-05-08,61.490760188940996
2024-05-09,62.06051391146512
2024-05-10,62.013827513052526
2024-05-13,62.77466313976718
2024-05-14,62.58385426566976
2024-05-15,62.264028030610234
2024-05-16,62.97543941932209
2024-05-17,63.91380211752597
2024-05-20,64.16773844140894
2024-05-21,64.52850343976463
2024-05-22,65.03304905427346
2024-05-23,64.20822125260761
2024-05-24,63.6077357105899
2024-05-27,64.60571711586313
2024-05-28,64.55367916891771
2024-05-29,64.53616428844532
2024-05-30,64.34091995695987
2024-05-31,64.36320246557312
2024-06-03,64.51695243599062
2024-06-04,64.79428543302649
2024-06-05,64.66835578818058
2024-06-06,64.8484220323676
2024-06-07,65.89083098274531
2024-06-11,65.76343175710821
2024-06-12,66.32698496625237
2024-06-13,66.53681403924836
2024-06-14,65.62687055141181
2024-06-17,65.8108726331738
2024-06-18,65.7569806939168
2024-06-19,65.93392027235086
2024-06-20,66.26350155733708
2024-06-21,66.26859271385167
2024-06-24,65.9509710477738
2024-06-25,65.69840714866032
2024-06-26,66.12713751809414
2024-06-27,66.34037745148166
2024-06-28,67.10090568920079
2024-07-01,67.41029013761184
2024-07-02,67.8498034533187
2024-07-03,68.03310947027767
2024-07-04,67.74407139577094
2024-07-05,66.92079166418561
2024-07-08,67.67443626477741
2024-07-09,68.63830853010735
2024-07-10,68.61556337032982
2024-07-11,69.19971131809385
2024-07-12,68.44789423379649
2024-07-15,69.14271159139113
2024-07-16,69.89621959426111
2024-07-17,69.81495880772918
2024-07-18,70.40664763245098
2024-07-19,70.99107415645662
2024-07-22,71.02459993368011
2024-07-23,70.02700687779581
2024-07-24,70.1425868457508
2024-07-25,70.13983869182319
2024-07-26,70.40900729811376
2024-07-29,70.92018261917832
2024-07-30,70.82175513765111
2024-07-31,71.33571118771837
2024-08-01,71.26753208791344
2024-08-02,70.85173695777564
2024-08-05,70.32654545107242
2024-08-06,70.56876863725854
2024-08-07,70.6469575679602
2024-08-08,70.41147292790274
2024-08-09,69.51729946675546
2024-08-12,68.88724923776465
2024-08-13,68.65246118716671
2024-08-14,68.54580499769104
2024-08-15,69.18634075503046
2024-08-16,69.00405462562182
2024-08-19,69.65835015084893
2024-08-20,69.22327683128027
2024-08-21,69.35925660785172
2024-08-22,69.10694034503778
2024-08-23,69.56631068154776
2024-08-26,69.80679498527546
2024-08-27,70.1442950965913
2024-08-28,70.31328724075571
2024-08-29,69.37990072963225
2024-08-30,69.01476860236751
2024-09-02,70.03143878710797
2024-09-03,70.37597966830816
2024-09-04,70.70874596115877
2024-09-05,70.6765077042718
2024-09-06,70.57418694129898
2024-09-09,70.32451641128695
2024-09-10,70.38827584945558
2024-09-11,70.81126373763827
2024-09-12,70.4581676556382
